name,rating,comment
Carlitos Gardel Argentine Steakhouse,5,"Holy cow, Carlitos Gardel Argentine Steakhouse is the bomb! The decor is so freaking chic and cool, with dim lighting that sets a sexy vibe for the night...."
Carlitos Gardel Argentine Steakhouse,5,"Went for a friends birthday, and it was excellent.
Definitely go for the beef, as it is their specialty.
Empanadas are bomb too. Service was perfect, as well."
LA Rose Cafe,5,"Went to Los Angeles from Bakersfield last weekend and saw LA Rose in one of the articles, and we wanted to try. This homey restaurant has left the best..."
LA Rose Cafe,5,"I love coming here - I love the decor, I love the people who work here.  A long time ago, Lem actually catered a film that I worked on and he was so amazing..."
LA Rose Cafe,4,"Home away from home(-ish)

I was craving longganisa after a convo with my homegirl the night before as she was prepping for her trip to the Philippines in..."
Lemon Grove,5,Definitely in the top 5 best meals I've had... ever? The service was also amazing and the ambiance was incredible. We started with the burrata as well as...
Lemon Grove,5,"My party and I loved lemon grove! 

They have something on the menu for everybody. I recommend brunch. Salmon Benedict was very rich and beautiful tasting...."
Lemon Grove,5,"An exceptional 5 star experience! From the food, to the ambiance, to the service, every detail was thoughtful and exquisite. 

We arrived on a Sunday..."
Il Cielo,5,"Great service, got the valentines package with the rose pedals, Austin was very attentive and professional thank you !! will come back !!"
Il Cielo,5,"Came here for a birthday dinner & everyone & everything was great! We had reservations at 8:30, we were done by 10ish. It wasn't too busy at all but u..."
Il Cielo,4,"this was my first time here for my anniversary w my man and i typically don't like overly fancy restaurants but damn...it was romantic af

we came to the..."
A Food Affair,5,"This place is truly a hidden gem. I've been dining here for several years and have come here for date nights, family dinners, and outings with friends. 

A..."
A Food Affair,5,My boyfriend and I went here for a Friday evening date. We arrived and were seated promptly. Our server explained the features and introduced us to the menu...
A Food Affair,4,"We came here for the Dine LA special. To drink, we had the passion mango drink that comes in a small pitcher. It was tart, refreshing, and I liked it. For..."
Alchemist Restaurant,5,"Excellent service!!!

Amazing Pita bread (made in-house)... lovely vegan appetizers and a perfect matcha latte!

Thank you so much dear Aisha &..."
Alchemist Restaurant,4,I love a good Turkish coffee and this spot makes a great one.They also have an extensive pastery menu all homemade and some wonderful Eastern Mediterranean...
Alchemist Restaurant,5,"Great place ! Amazing food and service . Freshly baked pastries , traditional food and more"
Abuelita's Birria & Mexican Food,5,"First of all, Food was delicious ! I ordered through door dash and upon receiving my order I realized One of my meals had a topping I specifically had asked..."
Abuelita's Birria & Mexican Food,5,"This is the most insane birria Ive ever had. The food snaps'

Im not a millinial that uses these fancy slang terms, but I dont know how to explain this..."
Abuelita's Birria & Mexican Food,3,"Authentic Mexican flavors. 
We drove an hour just to get their menudo
We were helped promptly"
Yuk Dae Jang,5,Been to a lot of hot pot places and it's aways watered down crap taste like they just made it to order. You tase each individual ingredient with water and a...
Yuk Dae Jang,4,I love Korean soup places but i dont get this one - the broth is very watery and not full of collagen - the spicy isn't spicy and there isn't that much...
Yuk Dae Jang,5,Stopped by on a weekday evening with some friends for a comforting meal and I'm already planning when to go back for more! Service was quick and friendly....
etta,5,So good. Try the deserts especially coconut fromage verjus poached peaches and sour plum sorbet . Great service . Thanks
etta,5,"Food was amazing, the service was on point. Took a Lil longer then would've wanted but understandable given the occupancy and busyness of the place. Place..."
etta,5,"I recently visited etta and I was blown away by the overall experience. From the moment I walked in, I was greeted with a warm smile and a friendly greeting..."
Stout Burgers & Beers,3,Food was pretty good. Unfortunately the area wasn't heated where i sat and the burgers weren't able to be customized when I had requested for caramelized...
Stout Burgers & Beers,5,"Such a great and lovely restaurant for a perfect chill dinner. Stout had great food, service, temperature, and noise level. Our server Lauren was great...."
Stout Burgers & Beers,2,"Came here after work to meet a friend around 10p. The man who was responsible for inviting guests in was very nice, warm and friendly. Anytime I asked a..."
Providence,5,"I could pick it apart but why?   If you can afford it.   Go here.   It's as simple as that.   

In another life, we had the tasting menu.  The after dinner..."
Providence,5,This was one of my favorite dining experiences yet. Every course was such a hit. The macadamia and caviar course and the uni egg were both some of my...
Providence,1,"Service was lovely and attentive, although my water glass was empty for most of my meal. The atmosphere, beautiful. The food....meh. I left hungry and..."
Barra Santos,5,"Freaking delicious! Had an opportunity to sample the goods at Barra Santos and even though I had no idea what I was in for, it was definitely a treat. Food..."
Barra Santos,5,We were able to visit Barra Santos opening night. Everything we tried was fantastic and brimming with the flavor. As novice sherry drinkers were blown away...
Barra Santos,5,Wonderful little neighborhood gem! It's so great to have such a fun spot down the hill. They have such a great selection of port and wine. The food is...
Soulmate,4,"This place is what you call Instagram worthy. 

My girls and I ordered the tasting menu which was $85 per person - I thought it was pretty good as it had 6..."
Soulmate,1,"Terrible service 

Food was not bad, BUT you get treated better in McDonald's than over here.

Took them over 45 mins to bring a steak we ordered and when..."
Soulmate,5,"Drove here from Pasadena and it was worth it!!

Amazing food. Amazing service. Swanky and cool restaurant. Here's everything I got - I'll cut to the chase..."
Langer's Delicatessen,5,"Frank is wonderful!!! He was our waiter and we had the best experience because of him. He did his due diligence to accommodate our requests, and was very..."
Langer's Delicatessen,5,"Best Pastrami on the west coast! Delicious and meat is so succulent! The Russian dressing is to die for! Yum! 

The customer service was great! We came on a..."
Langer's Delicatessen,4,"If you want the classic LA deli vibe this is your place.
But it's really expensive for a casual lunch. I'd come to treat myself to a classic or just a quick..."
Kingdom Dim Sum,5,I think the restaurant is still in its soft opening phase but I was very impressed with their service and food! The restaurant is located in a pretty busy...
Kingdom Dim Sum,5,"First off, thank you for opening, sincerely. Im ecstatic to finally have such an authentic, top notch taste, good portions and reasonably priced dimsum..."
Kingdom Dim Sum,5,I am so happy that Kingdom Dim Sum is now part of our Los Feliz community! I went in today for their soft opening and met the owner and his father (he is...
Bon Shabu,5,great service and good food there's nothing bad about this hotpot it can be pricey at dinner it was $68 for one person it's but i'll go back for lunch when...
Bon Shabu,5,"My wife and I drove an hour this afternoon to eat at Bon Shabu.  We kept thinking about Bon Shabu when we were eating at other Shabu restaurants.  

This..."
Bon Shabu,3,"My family and I came here to warm up on a chilly day for lunch.

The decor is nice and modern.  We were seated in a comfy booth.  Amongst the 4 of us, we..."
Double Trouble Union,5,"Ordered the bulgogi sandwich and tater tots, super filling and makes a great lunch if you are between meetings! I ordered and walked around the corner to..."
Double Trouble Union,4,"By far the best chicken and waffles I've ever had. To be specific, it's the Spicy Chicken & Waffle - Jalapeño. The chicken is crispy perfection and covered..."
Double Trouble Union,5,"Came here for Sunday brunch around 12pm. My friend made a reservation but there were also a some tables available for walk ins. 

I didn't get bottomless..."
Formosa Cafe,5,"the absolute best!

i love coming here!
great food! great bar staff!

elise is amazing. i'll keep coming back!!!!"
Formosa Cafe,5,Love this place! Plan ahead and it's easy to get a reservation a few days in advance. The vibe is great and I love how they refurbished the place. The food...
Formosa Cafe,4,Iconic spot in weho! Perfect vibes for any celebration. Drinks were solid. Food was great. There were plenty of vegan options as everything we ordered was...
Musso & Frank Grill,5,"My wife, daughter and I visited Sunday (2/12/23) and couldn't be happier. The ambience was excellent, the martinis first rate, and I haven't had better food..."
Musso & Frank Grill,5,"Ladies and gentlemen, I have had the pleasure of dining at many fine establishments throughout my career, but none quite compare to the timeless elegance..."
Musso & Frank Grill,3,"First, the service was great and everyone was very nice. I knew we'd spend money and I was fine with that. But there's a point when a restaurant crosses the..."
HomeState,5,"As former Oklahomans, we love good Tex-Mex. HomeState is GREAT Tex-Mex. Need an Austin style breakfast taco? Go to HomeState. The tortillas are made daily..."
HomeState,4,"I've been meaning to try HomeState for a long time and it only took me 5 years to finally make it. But to be fair, parking in these parts is rough! 

Now to..."
HomeState,2,"the food came out cold (including the queso) and i had to send things back.the tacos themselves weren't even that good or filling, i think one of my..."
Employees Only,5,"Good place 
Good service 
Good food 
And drinks 
Recommend this place 
Really looks like bar cafe or club"
Employees Only,3,Great food and ambience is so special however either not enough staff (server) or quality of server was not the best. Not just our table (for 2) everyone...
Employees Only,2,"Good location. Super close to my place so I really wanted to love it and it has a nice ambiance, kinna like a wannabe speakeasy!  But LA went thru it's..."
Bacari W 3rd,5,"Our server Lauren was professional, graceful, funny, and attentive. She provided fantastic service and I will dine here again because of her. The drinks..."
Bacari W 3rd,5,"What an amazing experience!

From the moment we were greeted by the host and led through their beautiful space, I knew we were in for a treat.

Their staff..."
Bacari W 3rd,3,"I took a friend here from out of town.  I knew the setting would impress and thought the food would too after reading the reviews. 
Well the latter was a..."
Flavors From Afar,5,"Outta the gate, the food was amazing for me and a group of two others. Their rotating menu was Haitian food when we went--I'd never had it before, but it..."
Flavors From Afar,2,I've been a long-time fan of this place. Their dishes are on the saltier side but always so flavorful. I haven't been back for a little while and this time...
Flavors From Afar,4,I absolutely LOVE the concept of this restaurant. They feature a refugee chef each month from a different country who teaches them authentic recipes. The...
Bar Moruno,5,"This is mostly a shout out to the bar tenders.  On a busy Friday night no less.

Those guys are so knowledgeable, fun and patient. Our companion wanted to..."
Bar Moruno,3,"Came here because we read this place made it to eater LA's top 10 restaurants of 2022. 

Reservations made via Resy, there were many spots available for the..."
Bar Moruno,5,"Spanish fare is hard to find in LA. But I am happy to report, this place is changing that!

I have been twice, and though I there have been a few dishes..."
Sidewalk Grill,5,"I ate here recently with my mom for lunch, and it was delicious! Generally, when we go for Mediterranean food, we opt for some very quick and casual falafel..."
Sidewalk Grill,3,"I love love love their garlic sauce, and they always give a generous amount and I put it on everything. 

This evening I received my order... zero garlic..."
Sidewalk Grill,4,"We went on a chilly, rainy night for which I don't think they were adequately equipped. Having said that, the meal was excellent, and I would absolutely..."
ixlb DimSum Eats,5,"Went there for a snack while in LA on vacation. When you walk in we ordered from the kiosk on the right side of the store. We Ordered the soup dumpling, bbq..."
ixlb DimSum Eats,3,"Char Siu Bao () - I love the portion for this dish, char siu bao normally is too heavy and sweet for me but the ratio between the meat and the bao is just..."
ixlb DimSum Eats,4,"This is my favorite place to get Dim sum in LA! My favorite thing to order from their menu is their BBQ pork bun and their egg tarts.
Their BBQ pork meat is..."
The Barish,5,What an amazing experience. My husband treated me to an early Valentine's dinner this past Sunday (Super Bowl Sunday). We arrived a little before our...
The Barish,3,"Walking into the Barish exudes elegance.  The restaurant matches the Hollywood Roosevelt class.  

We were greeted by a thoughtful hostess that sat us at..."
The Barish,3,"As a big fan of Osteria Mozza, one of my favorite restaurants in LA, and Chi Spacca, which arguably has the best porterhouse in the city, I was very excited..."
The Griddle Cafe,5,"I had an amazing breakfast experience at The Griddle Cafe. From the moment I walked in, the cozy atmosphere and friendly staff made me feel right at home...."
The Griddle Cafe,5,One of the absolute BEST (and most caloric) breakfasts ever!!! Ok definitely a place you don't want to visit if you're on a diet because you can't help but...
The Griddle Cafe,5,From start to finish this breakfast spot on point. First off they were crowded but but me and my date was able to get seat at the bar. The only difficulty I...
Found Oyster,5,Found Oyster really gave me hope in the LA food scene again. Everything from the food to the decor and service was impeccable. If you find yourself in this...
Found Oyster,5,"Some of the best oysters I've had in LA! 

The service was awesome - I walked in with no reservation about 2 minutes before they stopped seating for dinner..."
Found Oyster,5,"One of the best seafood-focused restaurants in LA. Found Oyster is a cozy, relaxed eatery, inspired by the blue collar oyster bars in New England. Their..."
Needle,5,"Brunch at Needle was wonderful this morning, where I split three delicious dishes with a girl friend. 

The interior only had a few seats, and surprisingly..."
Needle,3,Came here on a week day for brunch. This is a fusion of Cantonese/American/Taiwanese cuisine. It's a cute little restaurant where you help yourself to any...
Needle,4,"Sooo tasty and casual! Perfect spot for a quick lunch.

We went on a Saturday right before they closed and they were sweet and brought out the food quickly...."
MainRō,5,"LOVED EVERYTHING about this place!!!!!! 
Ambiance, food, drinks! Recommend 100%!!

LOVED EVERYTHING about this place!!!!!! 
Ambiance, food, drinks!..."
MainRō,1,Me an my friend made reservations here our first time here . The only thing I like that they get your table fast lol but now I understand why lol they also...
MainRō,1,"Decor, performances and ambiance are to die for and that's the best thing about our experience. The only delectable thing ordered was truffle pasta...."
Hae Ha Heng Thai Bistro,5,"Really fantastic.

The restaurant is generally crowded but never so packed that you can't get a table (which I feel is the perfect amount of busy). Lighting..."
Hae Ha Heng Thai Bistro,4,"Alright so this place had great Yelp reviews and so I wanted to check it out with my girlfriends! 

In terms of service, I would rate them poor. Reason why..."
Hae Ha Heng Thai Bistro,4,Solid Thai spot in Ktown! I really liked the different dishes we ordered and it tasted pretty authentic! Warning the paneng curry and drunken noodles are...
Kang Ho-dong Baekjeong,4,"Before I give my review of this establishment, I need to set up the story behind it. Because the journey is just as important as the destination. It was a..."
Kang Ho-dong Baekjeong,5,"MEAT me at Baekjeong tn ;)

This might be my new favorite spot for KBBQ in Ktown. For a ~$90 beef combo that adequately feeds 2-3 people, you get three..."
Kang Ho-dong Baekjeong,5,"Nice hidden area in Koreatown. There is a parking area in the back if needed, but you do have to pay for parking. We loved it here! The food was amazing and..."
The Sycamore Kitchen,4,"Pretty good. Came here with a friend on a Friday afternoon and the line was out the door! I thought wow this food must be good, however I was slightly..."
The Sycamore Kitchen,5,"Open air patio with plenty of seating and a fast moving inside ordering service. 

Salads, coffees and great vibes on sunny days for mornings and..."
The Sycamore Kitchen,5,Came here for a weekday brunch with my situationship and this far exceeded my expectations. I expected the usual breakfast fare and upon looking at the...
Annie's Soul Delicious,5,"EVERYTHING is to die for!!!! Hands down THE BEST soul food in all of LA!!! We started with a few apps (fried okra, buffalo cauliflower & wings) all of which..."
Annie's Soul Delicious,5,Best oxtails I've had in LA. Mac & Cheese was good along with rice/beans and the yams . We got some drinks too that were delicious. My gf tore up the fried...
Annie's Soul Delicious,4,This is one of  my favorite places to buy soul food. Going to be honest and say there are times I've had things that were dry or overcooked but for the most...
Osteria Mozza,4,We came down to LA for a week around New Year's and decided we needed to make a pilgrimage here. The kids have been watching MasterChef for quite some time...
Osteria Mozza,5,Dining at Osteria Mozza in Los Angeles was an unforgettable culinary journey. This restaurant has a very welcoming atmosphere with a beautifully decorated...
Osteria Mozza,3,"再试Mozza系列 这家只接受预定
Weekday晚餐时段店里没坐满 不知道能不能接受walk-in
环境不错 服务差点意思
点单+用餐环节不流畅 收盘子给账单倒是很积极
菜品方面的表现参差不齐 综合水平不行
 
36-month White Cow Modenese Parmigiano..."
Ardor,5,"Great restaurant with an insanely vibey interior and outdoor seating area, decorated with a ton of plants.

Milk bread - one of the best bread I've ever had..."
Ardor,4,"A very solid 4 almost 5 stars.

The milk bread was great and the drinks were good. 

The service and vibes were immaculate. 

1 star off because the tartare..."
Ardor,4,"Find the full review in 4K on my Instagram @rickzagor on March 13. 
Sorry to self plug, but trying my best to grow the food content following. 

Ardor was..."
71 Above,5,"Great food, great ambiance and views. Overall enjoyed our time here. The service was really good as well, making sure we were satisfied with our meal."
71 Above,5,What can I say?  The most amazing view of Los Angeles anywhere!  The sun setting during dinner produced colors that were otherworldly .  The dinner is three...
71 Above,5,"The ambiance, views, and service were incredible! In my experience, the service was pretty consistent the whole night. The food was good as well, I..."
Phenakite,5,"Phenakite has returned in a super stealth, under the radar multi course fashion inside of the Forest from the Trees art installation in East downtown Los..."
Phenakite,5,"Best restaurant in LA for a reason. 

We loved the food & interesting drink & wines pairings at @phenakite.la but it is the heart & soul of the people..."
Phenakite,5,"Chef Minh Phan and team have created something very VERY special. This was more than just a meal. It was an experience. Everything felt near perfect, from..."
Taberu,5,Ate at Taberu twice now and the food was great both times. The servers on the second night were very nice and pleasant to talk to about the food and about...
Taberu,5,This is such a fresh and modern take on Japanese cuisine. Everything we tried was so delicious and memorable but the wagyu skewers were next level. We will...
Taberu,5,"From the moment I set foot in Taberu, a newly-opened Japanese izakaya, I knew I was in for an extraordinary experience. This establishment, nestled in the..."
The Kimbap,5,"Been coming to the Kimbap for years now. They always have the best service, food quality and sweetest workers! 

They still only do to-go orders but calling..."
The Kimbap,4,A small mom and pop shop runs by a Korean auntie. They only do takeout right now. Kimbaps were pre-made and packed so you can very quickly grab and...
The Kimbap,5,"Still as of Feb 2023, this business is open for take out only. I came here with a friend to try out this spot and when we got here we didn't know about the..."
Manzke,5,Enjoyed a lovely Chef's tasting menu for a friend's bday last night (no where near the movie 'The Menu' thankfully ) which was comprised of 12 nicely...
Manzke,4,"I traveled to Paris a lot for work so I really am a huge fan of French food. What I haven't had much of is seafood-centric French food, so I was quite..."
Manzke,5,"Well this is easy. Already a fan of Republique and wanting to try Manzke I have to agree with the buzz.
The menu is thoughtful, creative and so much..."
Pizzeria Mozza,5,"Pizzeria Mozza remains my absolute favorite place for pizza in LA.  

It's always crowded, so make a reservation if possible, or just relax with a glass of..."
Pizzeria Mozza,1,"I was recommended this place because it's the same group that owns Osteria Mozza. I would not recommend this spot. 

The food was meh. For appetizers, we..."
Pizzeria Mozza,5,"Loved Pizzeria Mozza - the crust of every pizza we ordered was addicting to eat (that's the first time I've ever felt that way!)

My favorite pizza of the..."
My Two Cents,3,"Yesterday was my first time going here and I was pretty excited based on what I saw on the online menu. Upon arrival, we were greeted, and the hostess was..."
My Two Cents,5,"I found My Two Cents while searching for a brunch spot in LA and I am so glad I visited, especially since I supported a black owned restaurant! 

 I was..."
My Two Cents,3,"Finally had a chance to check-out My Two Cents.  It is a restaurant where owner/chef displays her ""two cents"" to prepare southern-themed specialties.
The..."
Vicky's All Day,5,"I can't get enough of this place.  The food is SOOOOO good.  The shakshuka is just as good as my own, and that's saying something.  The chicken sandwich is..."
Vicky's All Day,4,"I really love the interior of the restaurant, especially the open kitchen, but I don't like the fact that you have to go to the counter and order your food...."
Vicky's All Day,3,"I've been here twice. Once for dinner and once on Sunday for brunch.

The food IS EXCELLENT.

The experience is clunky. 

You wait in line in the middle of..."
Egg Tuck,5,This is amazing I love this place so so so much everyone so so kind and the royal beef burrito just magnificent 5 stars man just amazing
Egg Tuck,5,"I'll admit, I was skeptical because I was like, it's just eggs in bread...kind of lame.

Call me sold. Fluffy eggs on fluffy bread. Amazing. So good.

We..."
Egg Tuck,4,Egg Tuck at this location is all about the food. There is no inside seating and the outdoor seating along Wiltshire & Normandie isn't that inviting. There...
Genwa Korean BBQ Mid Wilshire,5,Have come here twice with my GF to eat some upscale KBBQ and this place did not disappoint.  Both times we ordered the Course B which is $175 (before tax...
Genwa Korean BBQ Mid Wilshire,1,"Spent around $150 for a party of 1 as my quick dinner today, service was great, my server was quite nice and friendly.
but sadly the company serve you the..."
Genwa Korean BBQ Mid Wilshire,3,"The banchan is plentiful and delicious. 

Loved the bulgogi and galbi. Really liked the steamed egg. 

Thought the chicken bibimbop was just ok. 

Didn't..."
Assa Dakbal,5,Came here late Friday night hoping to try some good chicken feet! Coming in we were greeted by Eric who helped us with deciding what to get. He gave us...
Assa Dakbal,5,"I like dakbal so I posted it, and I was impressed by the delicate packaging. Normally, there is no side for dakbal but this place was very impressed with..."
Assa Dakbal,5,"Trying this new restaurant in Koreatown gave me a reason to continue trying new spots. They have all the classic bar food, such as spicy rice cakes, kimchi..."
Spago Beverly Hills,5,"I had such a wonderful dinner experience here. Came on a busy Saturday night weekend before Valentine's Day. Yet the service, ambience, and dishes were..."
Spago Beverly Hills,5,"Wow! Spago is abosoutley amazing and wonderful! Where do I begin... 

I had the best *fourteenth birthday celebrated at Spago, not to mention that I am a..."
Spago Beverly Hills,5,Spago Beverly Hills is a high-end restaurant that offers a unique and memorable dining experience for those who are looking to indulge in some of the best...
Poppy + Rose,4,Such kind staff and yummy food! Atmosphere can be very loud since it's a smaller restaurant so keep that in mind if you go during busy times. Highly...
Poppy + Rose,5,"Great food, great service & great ambience!! I'll definitely be coming back soon & telling others about it!!"
Poppy + Rose,5,Food is amazing ! Food comes out in a timely manner. Staff treats you very well. And it's a black owned business! I just wish they were opened at dinner time.
Petit Trois,5,"I loved my perch at the bar watching chefs prepare food in this intimate (small!) but bustling restaurant tucked into the back corner of a trip mall.

Warm..."
Petit Trois,2,"Honestly the food is great- I can't take that from them. So great in fact that I'd love to go back for the burger, steak tartare and carrot salad however..."
Petit Trois,3,"Petit Trois is kind of in a random and unassuming spot. Parking is super limited (luckily we went there when it opened, so there was a handful of spaces..."
KinKan,5,KinKan is creatively heightening thai cuisine to the next level while in every bite the core and heart of #thai flavors remain . Chef Nan behind Kinkan is...
KinKan,3,"Interesting experience at KinKan, enjoyed on a food tour around Thailand through the Sun Moon Shine Menu. The dishes were good but honestly not memorable. I..."
KinKan,5,Best meal of 2022. Chef Nan is magnanimous! Amazing staff and outstanding food. The entire tasting menu was beautifully crafted and blends together in...
Ahgassi Gopchang,5,"10/10 would highly recommend! Our server Hyunjung was the biggest of many reasons for our amazing experience. She was attentive, hard working, and kind...."
Ahgassi Gopchang,5,"Meat quality is very good
The service is always very prompt and friendly
I'm always the perfect amount of full after sharing a beef combo
Easily my favorite..."
Ahgassi Gopchang,5,Best gopchang places I've had and their kbbq is also extremely high quality. It was served with a variety of side dishes that you could mix to get so many...
Jones,5,"One of my favorite late night spots. I can't recall a time that I've gone to Jones where it wasn't bustling, and yet, we've always been warmly welcomed and..."
Jones,4,"bada bing bada boom!

love this spot!

pizza ain't new york but the vibe is great!

get the wine! it's good!"
Jones,4,"We really enjoyed our time at Jones!

We came for our friends birthday - my husband and I split the special of the evening (chicken parm) and a bbq chicken..."
SHIN,5,"Dined here last night, 10/10 recommend it was delicious and our server was so sweet. Ordered the Tonkatsu ramen, chicken teriyaki bowl, toro nigiri, spicy..."
SHIN,5,"A super solid and frankly underrated ramen spot in Hollywood. For whatever reason, I never hear Shin mentioned along with the chains (Jinya, Silverlake,..."
SHIN,5,"Delish ramen, great service, and the owner, Tim is such an amazing guy. He really cares about his customers! 

He was even in the news recently, for saving..."
Atrium,5,This place is GORGEOUS and their staff - INCREDIBLE. They had a mishap during the stormy weather and still opened their doors to patrons. They were very...
Atrium,5,"Had an an experience with the guy, Derek. Has good knowledge on products."
Atrium,4,"Fantastic happy hour drink! It was only $9 for a fancy, well balanced, and pretty strong cocktail! Definitely a good deal in this day and age. 

For food,..."
Tlayuda L.A. Restaurant,5,"Love this spot, very traditional and quaint. Service is solid. It's very unassuming but offers savory traditional dishes all made from scratch. I'll be back..."
Tlayuda L.A. Restaurant,5,"My favorite place for Tlayudas! 
Quick service. Friendly. Great aguas. Easy to find street parking. 
Check this place out!"
Tlayuda L.A. Restaurant,5,"I went to Tlayuda LA over the weekend, and it was so yummy!  As soon as I walked in I could smell the amazing flavors.  I couldn't wait to dig in, and I..."
Saint Felix,4,"My husband and I were trying to find a restaurant next to the Pantages theater. He found this nice, luxurious place only a 7 minute walk away (I know how..."
Saint Felix,3,"I had made reservations in advance and received a call from the restaurant notifying me of a 15 grace period, which encouraged me even more too be prompt...."
Saint Felix,3,"Again, the drinks were a no-go for me. They have signature cocktails but I didn't like the taste of the drink. Maybe it was cheap liquor. Maybe it's the..."
ATTITUDE CAFE,5,"Wow! Just stopped here for first time and not only is it a positive ATTITUDE, but the food is excellent! 
I had not been to this spot since the dingy (but..."
ATTITUDE CAFE,5,"gimme some attitude!

Admittedly, we chose this restaurant because of its close proximity to The Grove shopping center.

PARKING / SETTING
We honestly..."
ATTITUDE CAFE,5,"Impeccable food in service of the Empire! One might expect this hidden away gem to house Rebels, but I could not believe my visor to see it ran by Imperial..."
The Village Idiot,4,"Just as a PSA the waitress told me they're closing this Sunday so if you'd considered going now is the time!

Don't park in any residential area nearby..."
The Village Idiot,3,"I went on a Friday.  The place was busy but not overwhelming.

I ordered the pork chop, which took a long time to come out.  It was well-seasoned.  It came..."
The Village Idiot,3,Came here with friends for brunch on a Sunday around 1:30 p.m. BF and I got the Idiot Hash which would have been delicious but unfortunately was waayyyyy...
Howlin' Ray's,5,Came in town for Rolling Loud 2023 and had to try this place out! After seeing all the videos on Tik Tok the hyped was REAL! I've been to Nashville many...
Howlin' Ray's,5,Absolutely delicious and definitely affordable. The service is fast and so pleasant. The environment is positive and welcoming which is key to experience.
Howlin' Ray's,5,"Besides the long wait, the hype is real!!!
Best chicken sandwich I've ever had. 
Seasoning and sauce on the chicken is superb."
